--- Atoms: 
SYBILS('104452') Truth=[0.93]
SYBILS('104453') Truth=[0.89]
SYBILS('143985') Truth=[0.92]
SYBILS('51640') Truth=[0.13]
SYBILS('51641') Truth=[0.42]
SYBILS('51642') Truth=[0.2]
SYBILS('51643') Truth=[0.15]
SYBILS('143989') Truth=[0.92]
SYBILS('104458') Truth=[0.95]
SYBILS('51644') Truth=[0.19]
SYBILS('143979') Truth=[0.92]
SYBILS('26623') Truth=[0.36]
SYBILS('51623') Truth=[0.22]
SYBILS('26624') Truth=[0.23]
SYBILS('51624') Truth=[0.21]
SYBILS('26625') Truth=[0.21]
SYBILS('51625') Truth=[0.22]
SYBILS('26626') Truth=[0.22]
SYBILS('51626') Truth=[0.23]
SYBILS('26627') Truth=[0.13]
SYBILS('51627') Truth=[0.14]
SYBILS('26628') Truth=[0.27]
SYBILS('51628') Truth=[0.14]
SYBILS('26629') Truth=[0.13]
SYBILS('51629') Truth=[0.23]
SYBILS('26620') Truth=[0.13]
SYBILS('26621') Truth=[0.24]
SYBILS('26622') Truth=[0.19]
SYBILS('143974') Truth=[0.92]
SYBILS('143975') Truth=[0.92]
SYBILS('51630') Truth=[0.33]
SYBILS('51631') Truth=[0.19]
SYBILS('104446') Truth=[0.91]
SYBILS('51632') Truth=[0.19]
SYBILS('143978') Truth=[0.92]
SYBILS('51633') Truth=[0.52]
SYBILS('12050') Truth=[0.29]
SYBILS('26692') Truth=[0.21]
SYBILS('26693') Truth=[0.21]
SYBILS('26694') Truth=[0.23]
SYBILS('26695') Truth=[0.23]
SYBILS('26696') Truth=[0.24]
SYBILS('26697') Truth=[0.26]
SYBILS('26698') Truth=[0.31]
SYBILS('26699') Truth=[0.35]
SYBILS('12059') Truth=[0.21]
SYBILS('104439') Truth=[0.91]
SYBILS('26690') Truth=[0.29]
SYBILS('26691') Truth=[0.2]
SYBILS('12051') Truth=[0.13]
SYBILS('12052') Truth=[0.22]
SYBILS('12053') Truth=[0.46]
SYBILS('104432') Truth=[0.98]
SYBILS('12054') Truth=[0.25]
SYBILS('104433') Truth=[0.93]
SYBILS('12055') Truth=[0.18]
SYBILS('12056') Truth=[0.24]
SYBILS('12057') Truth=[0.23]
SYBILS('104436') Truth=[0.95]
SYBILS('12058') Truth=[0.22]
SYBILS('26689') Truth=[0.13]
SYBILS('26681') Truth=[0.21]
SYBILS('26682') Truth=[0.13]
SYBILS('26683') Truth=[0.21]
SYBILS('26684') Truth=[0.25]
SYBILS('26685') Truth=[0.21]
SYBILS('26686') Truth=[0.25]
SYBILS('26687') Truth=[0.24]
SYBILS('26688') Truth=[0.22]
SYBILS('12048') Truth=[0.27]
SYBILS('12049') Truth=[0.28]
SYBILS('143992') Truth=[0.57]
SYBILS('26680') Truth=[0.21]
SYBILS('143993') Truth=[0.92]
SYBILS('12040') Truth=[0.24]
SYBILS('12041') Truth=[0.18]
SYBILS('143995') Truth=[0.92]
SYBILS('104420') Truth=[0.97]
SYBILS('12042') Truth=[0.26]
SYBILS('143996') Truth=[0.92]
SYBILS('12043') Truth=[0.32]
SYBILS('12044') Truth=[0.22]
SYBILS('12045') Truth=[0.25]
SYBILS('104424') Truth=[0.97]
SYBILS('12046') Truth=[0.24]
SYBILS('12047') Truth=[0.27]
SYBILS('26678') Truth=[0.22]
SYBILS('26679') Truth=[0.22]
SYBILS('26670') Truth=[0.21]
SYBILS('26671') Truth=[0.21]
SYBILS('26672') Truth=[0.32]
SYBILS('26673') Truth=[0.22]
SYBILS('26674') Truth=[0.12]
SYBILS('26675') Truth=[0.19]
SYBILS('26676') Truth=[0.17]
SYBILS('26677') Truth=[0.18]
SYBILS('12037') Truth=[0.18]
SYBILS('12038') Truth=[0.25]
SYBILS('12039') Truth=[0.25]
SYBILS('104418') Truth=[0.94]
SYBILS('12030') Truth=[0.23]
SYBILS('12031') Truth=[0.28]
SYBILS('12032') Truth=[0.21]
SYBILS('12033') Truth=[0.14]
SYBILS('12034') Truth=[0.27]
SYBILS('12035') Truth=[0.27]
SYBILS('51600') Truth=[0.37]
SYBILS('12036') Truth=[0.17]
SYBILS('26667') Truth=[0.21]
SYBILS('26668') Truth=[0.2]
SYBILS('26669') Truth=[0.12]
SYBILS('26660') Truth=[0.17]
SYBILS('26661') Truth=[0.13]
SYBILS('26662') Truth=[0.12]
SYBILS('26663') Truth=[0.12]
SYBILS('26664') Truth=[0.12]
SYBILS('26665') Truth=[0.17]
SYBILS('26666') Truth=[0.16]
SYBILS('12026') Truth=[0.25]
SYBILS('104405') Truth=[0.97]
SYBILS('12027') Truth=[0.25]
SYBILS('12028') Truth=[0.42]
SYBILS('12029') Truth=[0.24]
SYBILS('104408') Truth=[0.94]
SYBILS('12020') Truth=[0.09]
SYBILS('12021') Truth=[0.32]
SYBILS('12022') Truth=[0.27]
SYBILS('12023') Truth=[0.3]
SYBILS('12024') Truth=[0.25]
SYBILS('104403') Truth=[0.99]
SYBILS('12025') Truth=[0.24]
SYBILS('99634') Truth=[0.97]
SYBILS('12090') Truth=[0.23]
SYBILS('99637') Truth=[0.97]
SYBILS('12091') Truth=[0.28]
SYBILS('99630') Truth=[0.94]
SYBILS('12092') Truth=[0.13]
SYBILS('12093') Truth=[0.13]
SYBILS('12094') Truth=[0.25]
SYBILS('99633') Truth=[0.96]
SYBILS('12095') Truth=[0.29]
SYBILS('12096') Truth=[0.26]
SYBILS('12097') Truth=[0.19]
SYBILS('12098') Truth=[0.57]
SYBILS('12099') Truth=[0.23]
SYBILS('51689') Truth=[0.24]
SYBILS('99647') Truth=[0.98]
SYBILS('12080') Truth=[0.26]
SYBILS('99641') Truth=[0.98]
SYBILS('12081') Truth=[0.25]
SYBILS('99642') Truth=[0.87]
SYBILS('12082') Truth=[0.2]
SYBILS('12083') Truth=[0.13]
SYBILS('85005') Truth=[0.96]
SYBILS('85006') Truth=[0.98]
SYBILS('51690') Truth=[0.16]
SYBILS('51691') Truth=[0.19]
SYBILS('12084') Truth=[0.14]
SYBILS('51692') Truth=[0.14]
SYBILS('12085') Truth=[0.23]
SYBILS('51693') Truth=[0.2]
SYBILS('12086') Truth=[0.22]
SYBILS('51694') Truth=[0.14]
SYBILS('12087') Truth=[0.24]
SYBILS('51695') Truth=[0.19]
SYBILS('12088') Truth=[0.25]
SYBILS('51696') Truth=[0.28]
SYBILS('12089') Truth=[0.19]
SYBILS('51698') Truth=[0.19]
SYBILS('51699') Truth=[0.19]
SYBILS('99612') Truth=[0.93]
SYBILS('12070') Truth=[0.18]
SYBILS('12071') Truth=[0.3]
SYBILS('12072') Truth=[0.25]
SYBILS('99611') Truth=[0.98]
SYBILS('12073') Truth=[0.22]
SYBILS('12074') Truth=[0.25]
SYBILS('12075') Truth=[0.26]
SYBILS('12076') Truth=[0.28]
SYBILS('12077') Truth=[0.26]
SYBILS('12078') Truth=[0.26]
SYBILS('12079') Truth=[0.21]
SYBILS('99625') Truth=[0.99]
SYBILS('99620') Truth=[0.96]
SYBILS('12060') Truth=[0.22]
SYBILS('12061') Truth=[0.27]
SYBILS('12062') Truth=[0.24]
SYBILS('12063') Truth=[0.24]
SYBILS('12064') Truth=[0.3]
SYBILS('12065') Truth=[0.17]
SYBILS('12066') Truth=[0.21]
SYBILS('99616') Truth=[0.99]
SYBILS('12067') Truth=[0.22]
SYBILS('12068') Truth=[0.27]
SYBILS('12069') Truth=[0.52]
SYBILS('51656') Truth=[0.18]
SYBILS('51657') Truth=[0.18]
SYBILS('51658') Truth=[0.27]
SYBILS('51659') Truth=[0.42]
SYBILS('51660') Truth=[0.22]
SYBILS('51661') Truth=[0.22]
SYBILS('51662') Truth=[0.36]
SYBILS('51663') Truth=[0.13]
SYBILS('51664') Truth=[0.21]
SYBILS('51665') Truth=[0.17]
SYBILS('51666') Truth=[0.15]
SYBILS('51645') Truth=[0.2]
SYBILS('51646') Truth=[0.19]
SYBILS('51647') Truth=[0.23]
SYBILS('99603') Truth=[0.91]
SYBILS('51648') Truth=[0.13]
SYBILS('99604') Truth=[0.98]
SYBILS('51649') Truth=[0.13]
SYBILS('99600') Truth=[0.94]
SYBILS('51650') Truth=[0.13]
SYBILS('51651') Truth=[0.21]
SYBILS('51652') Truth=[0.13]
SYBILS('51653') Truth=[0.15]
SYBILS('51654') Truth=[0.13]
SYBILS('51655') Truth=[0.13]
SYBILS('51679') Truth=[0.14]
SYBILS('51680') Truth=[0.14]
SYBILS('51681') Truth=[0.5]
SYBILS('51682') Truth=[0.5]
SYBILS('51683') Truth=[0.29]
SYBILS('51684') Truth=[0.17]
SYBILS('51685') Truth=[0.17]
SYBILS('51686') Truth=[0.17]
SYBILS('51687') Truth=[0.14]
SYBILS('51688') Truth=[0.19]
SYBILS('51667') Truth=[0.22]
SYBILS('51668') Truth=[0.28]
SYBILS('51669') Truth=[0.5]
SYBILS('51670') Truth=[0.48]
SYBILS('51671') Truth=[0.43]
SYBILS('51672') Truth=[0.15]
SYBILS('51673') Truth=[0.16]
SYBILS('51674') Truth=[0.19]
SYBILS('51675') Truth=[0.14]
SYBILS('51676') Truth=[0.39]
SYBILS('51677') Truth=[0.21]
SYBILS('85199') Truth=[0.96]
SYBILS('85196') Truth=[0.98]
SYBILS('85197') Truth=[0.99]
SYBILS('85190') Truth=[0.93]
SYBILS('85191') Truth=[0.99]
SYBILS('85193') Truth=[0.99]
SYBILS('85176') Truth=[0.98]
SYBILS('85173') Truth=[0.99]
SYBILS('85170') Truth=[0.98]
SYBILS('85171') Truth=[0.96]
SYBILS('85184') Truth=[0.99]
SYBILS('99799') Truth=[0.96]
SYBILS('99796') Truth=[0.96]
SYBILS('85155') Truth=[0.99]
SYBILS('85152') Truth=[0.98]
SYBILS('85153') Truth=[0.99]
SYBILS('85166') Truth=[0.98]
SYBILS('85161') Truth=[0.98]
SYBILS('85162') Truth=[0.98]
SYBILS('99777') Truth=[0.98]
SYBILS('118903') Truth=[0.91]
SYBILS('99778') Truth=[0.95]
SYBILS('99774') Truth=[0.93]
SYBILS('99770') Truth=[0.98]
SYBILS('85131') Truth=[0.97]
SYBILS('118913') Truth=[0.97]
SYBILS('99788') Truth=[0.97]
SYBILS('118915') Truth=[0.96]
SYBILS('99781') Truth=[0.91]
SYBILS('99782') Truth=[0.97]
SYBILS('118912') Truth=[0.94]
SYBILS('85148') Truth=[0.97]
SYBILS('85149') Truth=[0.96]
SYBILS('85143') Truth=[0.98]
SYBILS('85145') Truth=[0.96]
SYBILS('85146') Truth=[0.98]
SYBILS('85140') Truth=[0.96]
SYBILS('26810') Truth=[0.07]
SYBILS('118925') Truth=[0.95]
SYBILS('26811') Truth=[0.07]
SYBILS('26812') Truth=[0.07]
SYBILS('118927') Truth=[0.97]
SYBILS('26813') Truth=[0.14]
SYBILS('118928') Truth=[0.91]
SYBILS('26814') Truth=[0.25]
SYBILS('26816') Truth=[0.25]
SYBILS('26817') Truth=[0.36]
SYBILS('118921') Truth=[0.91]
SYBILS('118923') Truth=[0.91]
SYBILS('26807') Truth=[0.34]
SYBILS('26809') Truth=[0.07]
SYBILS('118935') Truth=[0.93]
SYBILS('26800') Truth=[0.21]
SYBILS('26801') Truth=[0.2]
SYBILS('26802') Truth=[0.31]
SYBILS('26803') Truth=[0.25]
SYBILS('26805') Truth=[0.21]
SYBILS('26806') Truth=[0.18]
SYBILS('118930') Truth=[0.95]
SYBILS('118932') Truth=[0.97]
SYBILS('118949') Truth=[0.9]
SYBILS('143905') Truth=[0.83]
SYBILS('143909') Truth=[0.5]
SYBILS('118940') Truth=[0.78]
SYBILS('118941') Truth=[0.98]
SYBILS('118945') Truth=[0.9]
SYBILS('104298') Truth=[0.83]
SYBILS('104299') Truth=[0.92]
SYBILS('118958') Truth=[0.94]
SYBILS('118959') Truth=[0.9]
SYBILS('104293') Truth=[0.98]
SYBILS('104295') Truth=[0.99]
SYBILS('118950') Truth=[0.93]
SYBILS('118951') Truth=[0.82]
SYBILS('118954') Truth=[0.94]
SYBILS('118955') Truth=[0.9]
SYBILS('104286') Truth=[0.92]
SYBILS('104288') Truth=[0.92]
SYBILS('118968') Truth=[0.9]
SYBILS('26854') Truth=[0.21]
SYBILS('143925') Truth=[0.94]
SYBILS('26855') Truth=[0.27]
SYBILS('26856') Truth=[0.19]
SYBILS('26857') Truth=[0.17]
SYBILS('104282') Truth=[0.98]
SYBILS('26858') Truth=[0.16]
SYBILS('104283') Truth=[0.98]
SYBILS('26859') Truth=[0.21]
SYBILS('26850') Truth=[0.23]
SYBILS('118965') Truth=[0.9]
SYBILS('26851') Truth=[0.42]
SYBILS('118966') Truth=[0.99]
SYBILS('26852') Truth=[0.13]
SYBILS('26853') Truth=[0.21]
SYBILS('12213') Truth=[0.24]
SYBILS('12214') Truth=[0.24]
SYBILS('12215') Truth=[0.25]
SYBILS('12216') Truth=[0.26]
SYBILS('12217') Truth=[0.26]
SYBILS('12218') Truth=[0.3]
SYBILS('12219') Truth=[0.28]
SYBILS('12210') Truth=[0.27]
SYBILS('12211') Truth=[0.26]
SYBILS('12212') Truth=[0.25]
SYBILS('118979') Truth=[0.93]
SYBILS('26843') Truth=[0.18]
SYBILS('26844') Truth=[0.19]
SYBILS('26845') Truth=[0.17]
SYBILS('26846') Truth=[0.23]
SYBILS('26847') Truth=[0.26]
SYBILS('26848') Truth=[0.25]
SYBILS('143919') Truth=[0.92]
SYBILS('26849') Truth=[0.23]
SYBILS('118971') Truth=[0.93]
SYBILS('118974') Truth=[0.8]
SYBILS('26840') Truth=[0.42]
SYBILS('26841') Truth=[0.13]
SYBILS('118978') Truth=[0.87]
SYBILS('26842') Truth=[0.2]
SYBILS('12202') Truth=[0.27]
SYBILS('12203') Truth=[0.27]
SYBILS('12204') Truth=[0.28]
SYBILS('12205') Truth=[0.19]
SYBILS('12206') Truth=[0.26]
SYBILS('12207') Truth=[0.24]
SYBILS('118980') Truth=[0.95]
SYBILS('12208') Truth=[0.27]
SYBILS('12209') Truth=[0.24]
SYBILS('104264') Truth=[0.95]
SYBILS('104267') Truth=[0.91]
SYBILS('104268') Truth=[0.96]
SYBILS('143910') Truth=[0.96]
SYBILS('143911') Truth=[0.94]
SYBILS('12200') Truth=[0.26]
SYBILS('12201') Truth=[0.23]
SYBILS('26832') Truth=[0.3]
SYBILS('26833') Truth=[0.16]
SYBILS('26834') Truth=[0.17]
SYBILS('143949') Truth=[0.9]
SYBILS('26835') Truth=[0.3]
SYBILS('26836') Truth=[0.16]
SYBILS('104261') Truth=[0.99]
SYBILS('26837') Truth=[0.19]
SYBILS('104262') Truth=[0.95]
SYBILS('26838') Truth=[0.21]
SYBILS('26839') Truth=[0.17]
SYBILS('118984') Truth=[0.98]
SYBILS('118985') Truth=[0.91]
SYBILS('118986') Truth=[0.97]
SYBILS('118987') Truth=[0.99]
SYBILS('26830') Truth=[0.17]
SYBILS('26831') Truth=[0.19]
SYBILS('118990') Truth=[0.95]
SYBILS('118992') Truth=[0.97]
SYBILS('104253') Truth=[0.98]
SYBILS('26829') Truth=[0.2]
SYBILS('143943') Truth=[0.89]
SYBILS('143935') Truth=[0.92]
SYBILS('26821') Truth=[0.32]
SYBILS('26822') Truth=[0.21]
SYBILS('143937') Truth=[0.93]
SYBILS('26823') Truth=[0.17]
SYBILS('143938') Truth=[0.93]
SYBILS('26824') Truth=[0.25]
SYBILS('26825') Truth=[0.38]
SYBILS('104250') Truth=[0.95]
SYBILS('26826') Truth=[0.22]
SYBILS('104251') Truth=[0.96]
SYBILS('26827') Truth=[0.19]
SYBILS('104252') Truth=[0.98]
SYBILS('26828') Truth=[0.19]
SYBILS('118993') Truth=[0.5]
SYBILS('26820') Truth=[0.26]
SYBILS('104242') Truth=[0.94]
SYBILS('26818') Truth=[0.24]
SYBILS('104243') Truth=[0.94]
SYBILS('26819') Truth=[0.16]
SYBILS('104245') Truth=[0.67]
SYBILS('104246') Truth=[0.97]
SYBILS('143931') Truth=[0.91]
SYBILS('104247') Truth=[0.98]
SYBILS('143933') Truth=[0.91]
SYBILS('26777') Truth=[0.22]
SYBILS('51733') Truth=[0.1]
SYBILS('143848') Truth=[0.57]
SYBILS('26778') Truth=[0.2]
SYBILS('51734') Truth=[0.1]
SYBILS('26779') Truth=[0.19]
SYBILS('51735') Truth=[0.4]
SYBILS('51736') Truth=[0.1]
SYBILS('51737') Truth=[0.4]
SYBILS('51738') Truth=[0.1]
SYBILS('51739') Truth=[0.1]
SYBILS('26770') Truth=[0.22]
SYBILS('26771') Truth=[0.23]
SYBILS('118886') Truth=[0.94]
SYBILS('26772') Truth=[0.19]
SYBILS('26773') Truth=[0.25]
SYBILS('118888') Truth=[0.66]
SYBILS('26774') Truth=[0.25]
SYBILS('118889') Truth=[0.91]
SYBILS('26775') Truth=[0.2]
SYBILS('26776') Truth=[0.21]
SYBILS('12136') Truth=[0.27]
SYBILS('12137') Truth=[0.26]
SYBILS('12138') Truth=[0.24]
SYBILS('118891') Truth=[0.95]
SYBILS('118892') Truth=[0.96]
SYBILS('143841') Truth=[0.93]
SYBILS('12130') Truth=[0.28]
SYBILS('12131') Truth=[0.24]
SYBILS('104356') Truth=[0.96]
SYBILS('12132') Truth=[0.25]
SYBILS('51740') Truth=[0.1]
SYBILS('104357') Truth=[0.95]
SYBILS('12133') Truth=[0.29]
SYBILS('51741') Truth=[0.4]
SYBILS('12134') Truth=[0.28]
SYBILS('51742') Truth=[0.1]
SYBILS('12135') Truth=[0.27]
SYBILS('51743') Truth=[0.1]
SYBILS('26766') Truth=[0.18]
SYBILS('51722') Truth=[0.1]
SYBILS('143837') Truth=[0.91]
SYBILS('26767') Truth=[0.33]
SYBILS('51723') Truth=[0.15]
SYBILS('26768') Truth=[0.23]
SYBILS('51724') Truth=[0.1]
SYBILS('26769') Truth=[0.17]
SYBILS('51725') Truth=[0.1]
SYBILS('51726') Truth=[0.1]
SYBILS('51727') Truth=[0.1]
SYBILS('51728') Truth=[0.1]
SYBILS('104351') Truth=[0.95]
SYBILS('51729') Truth=[0.49]
SYBILS('26760') Truth=[0.23]
SYBILS('118897') Truth=[0.97]
SYBILS('26761') Truth=[0.28]
SYBILS('26762') Truth=[0.28]
SYBILS('26763') Truth=[0.37]
SYBILS('26764') Truth=[0.25]
SYBILS('26765') Truth=[0.22]
SYBILS('12125') Truth=[0.27]
SYBILS('12126') Truth=[0.29]
SYBILS('12127') Truth=[0.34]
SYBILS('12128') Truth=[0.29]
SYBILS('12129') Truth=[0.26]
SYBILS('104341') Truth=[0.93]
SYBILS('104343') Truth=[0.97]
SYBILS('143831') Truth=[0.91]
SYBILS('12120') Truth=[0.24]
SYBILS('104345') Truth=[0.98]
SYBILS('12121') Truth=[0.26]
SYBILS('51730') Truth=[0.15]
SYBILS('12123') Truth=[0.25]
SYBILS('51731') Truth=[0.1]
SYBILS('143835') Truth=[0.91]
SYBILS('12124') Truth=[0.23]
SYBILS('51732') Truth=[0.38]
SYBILS('26755') Truth=[0.24]
SYBILS('51755') Truth=[0.1]
SYBILS('26756') Truth=[0.21]
SYBILS('51756') Truth=[0.1]
SYBILS('26757') Truth=[0.24]
SYBILS('51757') Truth=[0.1]
SYBILS('26758') Truth=[0.24]
SYBILS('51758') Truth=[0.15]
SYBILS('26759') Truth=[0.27]
SYBILS('51759') Truth=[0.1]
SYBILS('26750') Truth=[0.21]
SYBILS('26751') Truth=[0.25]
SYBILS('26752') Truth=[0.25]
SYBILS('26753') Truth=[0.24]
SYBILS('26754') Truth=[0.29]
SYBILS('104338') Truth=[0.97]
SYBILS('12114') Truth=[0.26]
SYBILS('12115') Truth=[0.23]
SYBILS('12116') Truth=[0.43]
SYBILS('12117') Truth=[0.27]
SYBILS('12118') Truth=[0.25]
SYBILS('12119') Truth=[0.24]
SYBILS('143860') Truth=[0.92]
SYBILS('143861') Truth=[0.94]
SYBILS('104331') Truth=[0.97]
SYBILS('51760') Truth=[0.1]
SYBILS('51761') Truth=[0.15]
SYBILS('12110') Truth=[0.24]
SYBILS('51762') Truth=[0.1]
SYBILS('12111') Truth=[0.15]
SYBILS('51763') Truth=[0.15]
SYBILS('143867') Truth=[0.95]
SYBILS('12112') Truth=[0.35]
SYBILS('51764') Truth=[0.1]
SYBILS('104337') Truth=[0.98]
SYBILS('12113') Truth=[0.29]
SYBILS('51765') Truth=[0.15]
SYBILS('26744') Truth=[0.23]
SYBILS('51744') Truth=[0.1]
SYBILS('26745') Truth=[0.27]
SYBILS('51745') Truth=[0.1]
SYBILS('26746') Truth=[0.21]
SYBILS('26747') Truth=[0.17]
SYBILS('51747') Truth=[0.1]
SYBILS('26748') Truth=[0.31]
SYBILS('51748') Truth=[0.15]
SYBILS('26749') Truth=[0.18]
SYBILS('51749') Truth=[0.1]
SYBILS('26741') Truth=[0.19]
